invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
420,INV-2025-1419,Lemonnier,213,2024-04-14,2024-05-10,2024-04-25,7883.96,5.5,433.62,8317.58,CHF,paid,invoice,Training,credit_card,Jaune découvrir beau riche.,2023-10-12,2024-11-21
421,INV-2025-1420,Dos Santos,487,2024-05-03,2024-06-29,2024-07-27,3671.9,5.5,201.95,3873.85,CHF,paid_late,invoice,Consulting,paypal,,2024-05-16,2025-05-19
422,INV-2025-1421,Clerc Labbé S.A.,350,2025-04-14,2025-06-09,2025-06-26,6249.2,0.0,0.0,6249.2,GBP,paid_late,recurring,Consulting,check,,2023-09-15,2025-02-14
423,INV-2025-1422,Besnard Marty et Fils,264,2024-10-02,2024-11-04,2024-10-02,5216.99,10.0,521.7,5738.69,CHF,paid,recurring,IT_Services,paypal,Parent cheveu fumer port simple.,2023-09-29,2025-07-06
424,INV-2025-1423,Pruvost et Fils,86,2023-10-09,2023-11-05,2023-10-22,915.22,0.0,0.0,915.22,EUR,paid,invoice,Hardware,credit_card,Être grave respect désigner pauvre désigner.,2024-11-01,2025-03-13
425,INV-2025-1424,Merle,332,2025-02-02,2025-03-16,,2135.24,20.0,427.05,2562.29,EUR,overdue,credit_note,IT_Services,,,2025-01-10,2024-08-02
426,INV-2025-1425,Leclerc,407,2025-05-11,2025-06-16,2025-07-13,825.16,5.5,45.38,870.54,GBP,paid_late,invoice,Design,credit_card,Officier consulter fois pays répéter reste dent.,2024-05-18,2024-09-05
427,INV-2025-1426,Evrard SA,162,2024-01-26,2024-03-07,2024-03-14,6339.15,20.0,1267.83,7606.98,EUR,paid_late,recurring,Consulting,direct_debit,,2024-04-29,2025-07-20
428,INV-2025-1427,Colas,359,2024-03-24,2024-05-17,2024-04-05,7484.92,0.0,0.0,7484.92,EUR,paid,proforma,Development,bank_transfer,,2024-06-14,2024-12-12
429,INV-2025-1428,Ledoux Georges SA,196,2024-09-19,2024-11-16,2024-11-24,956.4,20.0,191.28,1147.68,CHF,paid_late,invoice,Support,credit_card,,2023-08-05,2025-03-08
430,INV-2025-1429,Fabre,492,2023-09-13,2023-10-06,2023-09-14,7988.03,10.0,798.8,8786.83,USD,paid,proforma,Training,bank_transfer,,2023-08-23,2025-07-16
431,INV-2025-1430,Guillou,276,2023-09-07,2023-10-27,2023-11-22,513.55,20.0,102.71,616.26,EUR,paid_late,proforma,Hardware,paypal,,2024-03-02,2025-03-24
432,INV-2025-1431,Briand,114,2025-01-26,2025-03-23,,1510.31,5.5,83.07,1593.38,GBP,overdue,credit_note,Consulting,,,2025-01-19,2024-12-26
433,INV-2025-1432,Lopes Perez SARL,331,2023-09-25,2023-11-15,,8528.74,20.0,1705.75,10234.49,EUR,overdue,proforma,Consulting,,,2023-09-23,2025-02-06
434,INV-2025-1433,Regnier Millet S.A.R.L.,183,2025-07-07,2025-08-03,2025-07-11,4923.19,10.0,492.32,5415.51,USD,paid,credit_note,Consulting,paypal,,2024-10-21,2025-03-26
435,INV-2025-1434,Rocher,356,2025-03-06,2025-04-02,2025-03-12,4561.4,10.0,456.14,5017.54,USD,paid,proforma,Training,check,,2024-06-27,2025-05-02
436,INV-2025-1435,Moulin SA,142,2025-05-10,2025-06-14,2025-06-02,2293.1,20.0,458.62,2751.72,GBP,paid,credit_note,Training,check,,2025-07-11,2025-01-07
437,INV-2025-1436,Ruiz et Fils,90,2023-10-21,2023-11-27,2023-12-04,4921.02,0.0,0.0,4921.02,EUR,paid_late,proforma,Software,direct_debit,,2025-02-19,2025-04-04
438,INV-2025-1437,Richard et Fils,435,2025-02-17,2025-04-13,2025-03-06,846.46,0.0,0.0,846.46,EUR,paid,recurring,Design,credit_card,Préférer coin un maintenant.,2025-03-23,2025-06-07
439,INV-2025-1438,Guichard Marchand et Fils,335,2025-02-01,2025-03-23,2025-02-26,8950.46,20.0,1790.09,10740.55,USD,paid,proforma,Hosting,credit_card,Puis caractère surveiller espérer grave.,2024-09-02,2024-08-17
440,INV-2025-1439,Mahe S.A.R.L.,257,2024-02-12,2024-04-04,2024-04-21,2980.89,20.0,596.18,3577.07,EUR,paid_late,recurring,Training,direct_debit,,2024-08-23,2024-12-10
441,INV-2025-1440,Duhamel,388,2023-09-04,2023-10-04,,8084.75,5.5,444.66,8529.41,USD,overdue,recurring,Software,,,2023-11-30,2024-12-13
442,INV-2025-1441,Baudry et Fils,481,2023-11-22,2024-01-12,2023-12-16,9680.58,20.0,1936.12,11616.7,GBP,paid,invoice,Hardware,check,,2025-02-04,2024-09-06
443,INV-2025-1442,Bertrand SA,266,2024-01-16,2024-02-16,2024-03-05,523.8,5.5,28.81,552.61,GBP,paid_late,recurring,Support,check,Après facile tirer conclure veiller.,2023-08-20,2025-02-22
444,INV-2025-1443,Hubert,428,2025-04-06,2025-04-23,,3308.3,10.0,330.83,3639.13,GBP,overdue,credit_note,Hosting,,,2024-03-29,2024-10-27
445,INV-2025-1444,Garnier,265,2024-06-10,2024-07-18,2024-07-11,8992.44,0.0,0.0,8992.44,GBP,paid,recurring,Hardware,direct_debit,,2024-10-09,2024-12-15
446,INV-2025-1445,Colin S.A.,257,2023-10-23,2023-11-29,2023-12-10,4872.89,0.0,0.0,4872.89,USD,paid_late,recurring,Software,credit_card,,2025-04-08,2025-02-08
447,INV-2025-1446,Turpin SARL,186,2023-08-27,2023-10-22,2023-10-04,1587.38,5.5,87.31,1674.69,EUR,paid,credit_note,Hosting,paypal,Envie mettre accord coup moins.,2024-03-16,2025-05-06
448,INV-2025-1447,Tessier,332,2024-11-17,2025-01-01,2024-12-10,4842.31,5.5,266.33,5108.64,CHF,paid,invoice,Hardware,bank_transfer,,2024-10-25,2025-01-30
449,INV-2025-1448,Peron Morvan S.A.,457,2025-03-14,2025-05-05,2025-05-28,6332.45,0.0,0.0,6332.45,USD,paid_late,invoice,Software,paypal,Accompagner fuir dehors étoile.,2025-05-06,2025-04-18
450,INV-2025-1449,Daniel SA,450,2025-06-03,2025-07-21,,6033.64,0.0,0.0,6033.64,GBP,overdue,invoice,Hardware,,,2025-03-04,2025-04-04
451,INV-2025-1450,Duval,308,2024-05-10,2024-06-24,,1788.61,20.0,357.72,2146.33,USD,overdue,credit_note,Design,,,2023-12-30,2025-02-13
452,INV-2025-1451,Lopez,306,2024-01-23,2024-02-23,2024-03-03,6887.35,20.0,1377.47,8264.82,EUR,paid_late,credit_note,Hosting,check,,2023-11-11,2025-04-25
453,INV-2025-1452,Grondin S.A.S.,424,2024-02-25,2024-03-12,2024-02-29,8609.96,20.0,1721.99,10331.95,USD,paid,invoice,Software,check,Précis fauteuil vieux bas bientôt cesser.,2025-04-20,2024-12-23
454,INV-2025-1453,Gay et Fils,48,2023-09-19,2023-11-11,2023-11-15,7860.3,0.0,0.0,7860.3,CHF,paid_late,credit_note,Design,direct_debit,Demander digne enfin réussir.,2025-01-18,2025-06-11
455,INV-2025-1454,Sauvage,448,2025-02-13,2025-04-12,2025-03-16,5268.24,10.0,526.82,5795.06,EUR,paid,recurring,Hardware,check,Déjà trésor chair regretter brusquement.,2023-10-14,2024-09-25
456,INV-2025-1455,Cordier,218,2024-07-06,2024-08-14,2024-08-20,8065.75,0.0,0.0,8065.75,USD,paid_late,proforma,Support,credit_card,Mari vérité couvrir en.,2024-02-14,2025-06-19
457,INV-2025-1456,Torres Bailly et Fils,132,2023-10-24,2023-11-13,2023-11-01,8779.99,20.0,1756.0,10535.99,USD,paid,invoice,IT_Services,direct_debit,,2025-01-15,2025-03-14
458,INV-2025-1457,Caron,210,2023-08-23,2023-10-10,2023-09-12,6580.01,10.0,658.0,7238.01,GBP,paid,invoice,Software,check,,2023-10-02,2025-04-25
459,INV-2025-1458,Blanchet,314,2024-01-31,2024-03-02,2024-03-05,5407.44,10.0,540.74,5948.18,GBP,paid_late,recurring,Hardware,check,,2023-08-30,2025-04-12
460,INV-2025-1459,Martinez Lebon S.A.R.L.,130,2024-03-11,2024-04-30,2024-04-05,3765.11,20.0,753.02,4518.13,GBP,paid,proforma,Hosting,credit_card,Quitter désormais impression rêver changement acte sauvage.,2024-01-12,2024-09-11
461,INV-2025-1460,Guichard,52,2023-12-23,2024-02-18,2024-03-11,2374.74,5.5,130.61,2505.35,USD,paid_late,recurring,Training,direct_debit,,2025-01-07,2025-03-24
462,INV-2025-1461,Guillon S.A.S.,412,2025-07-20,2025-09-16,2025-07-21,1691.31,0.0,0.0,1691.31,EUR,paid,credit_note,Support,direct_debit,,2024-02-10,2025-07-14
463,INV-2025-1462,François S.A.,371,2025-04-14,2025-05-03,2025-04-21,3771.27,0.0,0.0,3771.27,CHF,paid,recurring,Design,direct_debit,,2025-06-23,2025-03-31
464,INV-2025-1463,Morin Rémy SA,328,2024-07-01,2024-08-23,2024-09-17,7758.72,5.5,426.73,8185.45,CHF,paid_late,recurring,IT_Services,credit_card,Trente arrêter tomber.,2024-06-24,2025-06-07
465,INV-2025-1464,Martinez,315,2025-02-04,2025-03-24,2025-03-14,432.73,5.5,23.8,456.53,USD,paid,invoice,Training,credit_card,,2024-05-16,2025-04-14
466,INV-2025-1465,Benoit,181,2024-06-18,2024-07-13,2024-07-04,2831.78,20.0,566.36,3398.14,CHF,paid,recurring,Design,credit_card,,2025-06-28,2024-10-03
467,INV-2025-1466,Gérard,372,2024-02-21,2024-04-21,2024-03-19,992.64,10.0,99.26,1091.9,GBP,paid,proforma,Maintenance,credit_card,,2023-08-19,2025-03-18
468,INV-2025-1467,Didier,134,2024-11-14,2024-12-11,2024-12-07,4099.17,0.0,0.0,4099.17,USD,paid,recurring,Development,bank_transfer,,2024-06-07,2025-07-01
469,INV-2025-1468,Fernandez SARL,449,2024-09-22,2024-11-08,2024-11-07,9475.45,10.0,947.54,10422.99,GBP,paid,recurring,Hosting,direct_debit,,2024-05-16,2024-09-14
470,INV-2025-1469,Lombard Devaux SA,349,2024-06-12,2024-07-12,2024-07-01,9616.26,20.0,1923.25,11539.51,CHF,paid,invoice,Support,bank_transfer,,2024-05-16,2025-05-22
471,INV-2025-1470,Devaux,410,2025-01-27,2025-03-07,2025-03-02,9942.56,5.5,546.84,10489.4,GBP,paid,recurring,Training,direct_debit,,2025-03-21,2025-01-27
472,INV-2025-1471,Chevallier,205,2024-04-15,2024-06-13,,2557.75,0.0,0.0,2557.75,GBP,overdue,invoice,Development,,Condamner ensemble danger supporter rencontrer.,2023-09-07,2025-06-02
473,INV-2025-1472,Gosselin,94,2024-07-23,2024-09-06,2024-09-12,2263.8,10.0,226.38,2490.18,USD,paid_late,recurring,Hardware,credit_card,Yeux vieillard bois personne disparaître rose terreur aspect.,2024-01-10,2025-03-03
474,INV-2025-1473,Giraud,429,2025-05-10,2025-06-10,2025-06-16,2107.39,5.5,115.91,2223.3,GBP,paid_late,credit_note,Consulting,bank_transfer,Demande ennemi quarante exister.,2024-10-25,2024-08-03
475,INV-2025-1474,Duhamel,392,2025-01-19,2025-03-18,,4977.38,0.0,0.0,4977.38,EUR,overdue,recurring,Training,,,2024-10-03,2024-09-16
476,INV-2025-1475,Teixeira Allard SARL,252,2024-10-02,2024-11-17,,8821.77,10.0,882.18,9703.95,USD,overdue,proforma,Hosting,,,2023-12-07,2025-01-29
477,INV-2025-1476,Rey S.A.S.,245,2023-08-21,2023-10-11,2023-08-29,5304.78,20.0,1060.96,6365.74,EUR,paid,proforma,Hosting,credit_card,,2024-01-09,2024-07-30
478,INV-2025-1477,Rémy S.A.S.,7,2024-09-03,2024-09-25,2024-10-19,4654.7,0.0,0.0,4654.7,USD,paid_late,recurring,Design,bank_transfer,,2023-12-27,2025-06-01
479,INV-2025-1478,Wagner,122,2023-11-01,2023-12-25,,1952.81,10.0,195.28,2148.09,GBP,overdue,recurring,Design,,,2023-12-08,2025-07-15
480,INV-2025-1479,Simon S.A.,187,2025-04-06,2025-05-02,2025-05-07,2184.27,10.0,218.43,2402.7,CHF,paid_late,proforma,Support,credit_card,,2024-10-21,2025-04-22
481,INV-2025-1480,Laine SARL,412,2025-07-04,2025-08-24,2025-07-07,8160.49,10.0,816.05,8976.54,USD,paid,recurring,Hosting,credit_card,,2023-09-18,2024-12-15
482,INV-2025-1481,Marques SARL,256,2025-01-20,2025-02-13,2025-02-27,196.45,20.0,39.29,235.74,USD,paid_late,proforma,Support,paypal,,2024-03-30,2024-09-14
483,INV-2025-1482,Riou,31,2023-11-22,2024-01-12,2024-02-01,1079.85,5.5,59.39,1139.24,USD,paid_late,proforma,Support,bank_transfer,,2024-08-05,2025-04-01
484,INV-2025-1483,Hubert,177,2024-03-25,2024-04-30,2024-04-10,3667.04,10.0,366.7,4033.74,EUR,paid,recurring,Consulting,paypal,Rompre feu puissance écouter compte abattre premier mot.,2025-05-14,2025-05-18
485,INV-2025-1484,Marion Prévost S.A.S.,400,2024-10-05,2024-11-27,2024-10-08,5801.36,5.5,319.07,6120.43,GBP,paid,proforma,Training,direct_debit,,2024-01-11,2025-03-28
486,INV-2025-1485,Mahe S.A.,238,2024-10-04,2024-11-16,,3872.6,10.0,387.26,4259.86,USD,overdue,credit_note,Training,,,2024-04-06,2025-05-08
487,INV-2025-1486,Julien,41,2023-09-21,2023-11-14,2023-10-14,8504.12,0.0,0.0,8504.12,USD,paid,proforma,Hardware,paypal,,2023-12-01,2025-03-27
488,INV-2025-1487,Cohen,139,2025-06-09,2025-07-12,2025-06-13,6093.31,20.0,1218.66,7311.97,CHF,paid,proforma,Design,direct_debit,Discussion désirer aussi.,2024-02-08,2025-05-24
489,INV-2025-1488,Rousseau S.A.R.L.,373,2023-10-14,2023-11-24,2023-12-22,8556.7,5.5,470.62,9027.32,USD,paid_late,proforma,Consulting,credit_card,,2024-06-28,2025-05-03
490,INV-2025-1489,Teixeira,281,2024-06-12,2024-07-03,2024-06-28,9374.26,20.0,1874.85,11249.11,EUR,paid,invoice,Hosting,direct_debit,Être fenêtre santé résistance naissance rayon.,2024-01-15,2024-09-24
491,INV-2025-1490,Cousin SA,336,2024-07-07,2024-07-27,2024-07-14,6219.21,0.0,0.0,6219.21,CHF,paid,proforma,Hardware,credit_card,Digne branche état souvent claire avance.,2025-06-20,2024-08-28
492,INV-2025-1491,Fischer,15,2024-04-10,2024-05-23,2024-06-06,1399.64,5.5,76.98,1476.62,EUR,paid_late,proforma,Training,check,,2023-08-17,2025-01-06
493,INV-2025-1492,Seguin Gay S.A.,497,2024-12-11,2025-01-29,,5530.6,5.5,304.18,5834.78,USD,overdue,recurring,Design,,,2023-09-03,2024-08-31
494,INV-2025-1493,Lejeune Grenier S.A.S.,247,2024-04-05,2024-05-30,2024-04-24,3165.65,10.0,316.56,3482.21,USD,paid,invoice,Support,paypal,,2025-02-03,2025-07-17
495,INV-2025-1494,Peltier,177,2025-02-08,2025-03-11,2025-04-01,204.5,5.5,11.25,215.75,GBP,paid_late,recurring,Development,bank_transfer,,2024-02-27,2024-11-15
496,INV-2025-1495,Girard S.A.R.L.,393,2024-01-23,2024-03-09,,4822.96,0.0,0.0,4822.96,CHF,overdue,proforma,Design,,,2024-10-10,2025-02-21
497,INV-2025-1496,Vincent Alves SA,203,2025-05-05,2025-05-20,2025-05-28,1966.85,20.0,393.37,2360.22,USD,paid_late,credit_note,Hosting,check,,2024-06-20,2024-08-26
498,INV-2025-1497,Pereira Michel S.A.,146,2024-03-07,2024-03-27,2024-04-22,2471.66,10.0,247.17,2718.83,GBP,paid_late,recurring,Hardware,bank_transfer,,2023-12-03,2025-03-28
499,INV-2025-1498,Ferreira,140,2024-03-05,2024-04-07,2024-03-12,4607.9,20.0,921.58,5529.48,CHF,paid,credit_note,Training,bank_transfer,,2024-03-19,2025-05-24
500,INV-2025-1499,Peltier,138,2024-05-26,2024-07-14,2024-07-10,9726.09,10.0,972.61,10698.7,USD,paid,recurring,IT_Services,credit_card,,2024-02-14,2024-08-27
501,INV-2025-1500,Gonzalez,403,2024-12-02,2024-12-17,2024-12-28,3484.94,10.0,348.49,3833.43,CHF,paid_late,proforma,Support,bank_transfer,,2024-05-07,2025-07-02
502,INV-2025-1501,Cohen Bertrand SARL,279,2024-05-14,2024-06-07,2024-06-18,7778.96,0.0,0.0,7778.96,CHF,paid_late,credit_note,Hardware,paypal,Inquiétude début distinguer attention ramener placer.,2023-09-28,2025-04-08
503,INV-2025-1502,Boulay,198,2024-04-15,2024-04-30,2024-05-24,7704.64,5.5,423.76,8128.4,CHF,paid_late,credit_note,IT_Services,credit_card,,2024-10-24,2024-10-19
504,INV-2025-1503,Barbe,200,2024-09-24,2024-10-15,2024-09-29,9822.95,20.0,1964.59,11787.54,GBP,paid,proforma,Software,bank_transfer,Verre porte trait mot demain égal.,2024-05-25,2025-07-08
505,INV-2025-1504,Mathieu Boulay S.A.R.L.,102,2025-05-16,2025-07-05,2025-05-19,2607.8,10.0,260.78,2868.58,GBP,paid,invoice,Hardware,bank_transfer,,2023-12-05,2024-09-26
506,INV-2025-1505,Dupont Briand SA,300,2024-01-03,2024-02-14,2024-01-21,1756.87,10.0,175.69,1932.56,EUR,paid,recurring,Hardware,bank_transfer,Cour saint chemin nourrir ensemble propos.,2025-04-11,2024-08-18
507,INV-2025-1506,Courtois,191,2023-09-28,2023-11-19,2023-11-04,4805.18,5.5,264.28,5069.46,EUR,paid,credit_note,Software,check,,2024-04-02,2025-06-20
508,INV-2025-1507,Richard,31,2024-02-22,2024-04-16,2024-04-12,9699.55,0.0,0.0,9699.55,GBP,paid,credit_note,Development,bank_transfer,,2025-03-25,2025-04-21
509,INV-2025-1508,Marie,413,2024-11-17,2024-12-16,2025-01-13,5627.67,10.0,562.77,6190.44,CHF,paid_late,credit_note,IT_Services,check,,2024-06-09,2024-09-19
510,INV-2025-1509,Thibault SA,287,2023-11-15,2023-12-08,2023-11-24,490.94,20.0,98.19,589.13,GBP,paid,recurring,Hardware,direct_debit,,2025-03-25,2024-11-11
511,INV-2025-1510,Bouchet,36,2025-05-26,2025-07-02,2025-07-17,4737.11,5.5,260.54,4997.65,USD,paid_late,recurring,Maintenance,paypal,,2024-02-14,2024-12-18
512,INV-2025-1511,Morel,376,2024-12-12,2025-01-25,2025-01-28,6416.46,20.0,1283.29,7699.75,USD,paid_late,invoice,Design,paypal,Dos charger oh pourquoi.,2023-08-23,2024-12-23
513,INV-2025-1512,Girard Vallet S.A.R.L.,98,2025-06-12,2025-07-12,2025-06-28,727.08,20.0,145.42,872.5,CHF,paid,credit_note,Design,paypal,,2025-07-08,2024-11-04
514,INV-2025-1513,Marques SARL,23,2025-06-18,2025-08-13,2025-07-06,1052.94,0.0,0.0,1052.94,USD,paid,credit_note,IT_Services,credit_card,,2024-03-21,2024-11-09
515,INV-2025-1514,Dumas S.A.,337,2025-05-07,2025-06-03,2025-06-23,5753.02,20.0,1150.6,6903.62,CHF,paid_late,proforma,IT_Services,paypal,,2024-03-13,2025-05-08
516,INV-2025-1515,Royer,336,2024-07-01,2024-08-30,2024-09-14,9309.09,5.5,512.0,9821.09,CHF,paid_late,invoice,Support,bank_transfer,,2025-02-09,2025-01-01
517,INV-2025-1516,Roche S.A.R.L.,422,2024-11-03,2024-12-14,,7963.07,0.0,0.0,7963.07,GBP,overdue,invoice,Consulting,,Tenir froid joue l'un faveur.,2023-09-05,2025-02-08
518,INV-2025-1517,François Langlois et Fils,52,2025-03-28,2025-04-16,,9609.81,0.0,0.0,9609.81,USD,overdue,recurring,Hardware,,,2024-08-20,2024-12-26
519,INV-2025-1518,Giraud S.A.,286,2023-11-05,2024-01-01,2024-01-19,6290.72,5.5,345.99,6636.71,CHF,paid_late,invoice,Design,paypal,,2025-06-02,2025-06-11
520,INV-2025-1519,Menard SA,406,2023-12-25,2024-02-22,2024-03-15,8839.96,5.5,486.2,9326.16,USD,paid_late,recurring,Development,paypal,,2024-07-12,2024-08-11
521,INV-2025-1520,Fischer,463,2025-07-05,2025-08-23,,4485.82,10.0,448.58,4934.4,GBP,unpaid,proforma,Training,,,2023-12-25,2024-11-06
522,INV-2025-1521,Bodin,289,2024-05-04,2024-06-28,2024-07-22,7286.09,5.5,400.73,7686.82,USD,paid_late,recurring,Development,paypal,,2024-05-27,2025-03-26
523,INV-2025-1522,Guillot SARL,146,2025-07-08,2025-08-20,2025-07-11,4031.2,0.0,0.0,4031.2,EUR,paid,credit_note,Maintenance,bank_transfer,,2024-08-06,2025-03-10
524,INV-2025-1523,Coste,471,2024-07-03,2024-08-01,2024-07-20,3217.56,10.0,321.76,3539.32,USD,paid,invoice,IT_Services,check,,2024-09-24,2024-12-06
525,INV-2025-1524,Bouvet,120,2024-04-15,2024-05-08,2024-04-30,8907.29,5.5,489.9,9397.19,GBP,paid,proforma,Consulting,direct_debit,,2025-04-29,2025-04-16
526,INV-2025-1525,Collin SA,89,2023-10-01,2023-10-29,2023-10-28,7263.45,20.0,1452.69,8716.14,CHF,paid,invoice,Design,paypal,,2023-11-27,2025-06-19
527,INV-2025-1526,Louis Jourdan S.A.,179,2024-10-09,2024-11-29,2024-12-23,7823.21,10.0,782.32,8605.53,CHF,paid_late,recurring,Consulting,credit_card,Divers fruit ah renoncer regard.,2023-07-30,2025-01-23
528,INV-2025-1527,Jourdan Giraud S.A.S.,28,2025-06-29,2025-08-21,,6375.48,20.0,1275.1,7650.58,GBP,unpaid,invoice,Training,,,2025-04-06,2024-07-26
529,INV-2025-1528,Mendès,26,2024-01-12,2024-02-05,2024-02-05,7007.91,5.5,385.44,7393.35,CHF,paid,recurring,Design,direct_debit,,2025-01-24,2025-03-29
530,INV-2025-1529,Lévêque,68,2024-02-21,2024-03-21,2024-04-02,7885.05,5.5,433.68,8318.73,GBP,paid_late,invoice,Support,direct_debit,Détacher instant plutôt saison forme bonheur longtemps.,2024-12-19,2025-06-15
531,INV-2025-1530,Léger,397,2025-05-04,2025-06-23,2025-06-09,942.28,20.0,188.46,1130.74,USD,paid,credit_note,Support,direct_debit,,2025-01-05,2024-09-03
532,INV-2025-1531,Baron,125,2024-07-31,2024-09-09,2024-08-06,2041.38,5.5,112.28,2153.66,EUR,paid,proforma,Hosting,paypal,,2024-12-02,2024-11-26
533,INV-2025-1532,Bègue,188,2025-05-22,2025-07-12,2025-06-17,6750.3,20.0,1350.06,8100.36,GBP,paid,credit_note,Training,paypal,,2025-01-26,2025-07-04
534,INV-2025-1533,Gérard Blondel S.A.,316,2024-12-10,2024-12-26,2024-12-24,1775.63,10.0,177.56,1953.19,CHF,paid,credit_note,Support,bank_transfer,Révolution révéler obéir petit.,2025-01-02,2024-09-15
535,INV-2025-1534,Collet,58,2025-02-02,2025-03-03,2025-02-04,3800.83,0.0,0.0,3800.83,EUR,paid,credit_note,Design,credit_card,Tapis franchir quand nécessaire vous.,2025-04-17,2024-10-04
536,INV-2025-1535,Leconte,157,2024-04-14,2024-05-17,2024-05-05,6968.57,0.0,0.0,6968.57,CHF,paid,recurring,IT_Services,paypal,,2024-04-27,2025-02-05
537,INV-2025-1536,Cousin Pereira S.A.R.L.,281,2024-03-12,2024-04-30,2024-03-28,5509.6,10.0,550.96,6060.56,CHF,paid,credit_note,IT_Services,check,,2023-10-31,2025-05-06
538,INV-2025-1537,Bazin Daniel et Fils,146,2024-02-08,2024-04-05,2024-04-18,2629.02,0.0,0.0,2629.02,USD,paid_late,proforma,IT_Services,check,,2023-10-01,2024-10-17
539,INV-2025-1538,De Oliveira,443,2024-04-23,2024-05-08,2024-05-03,6637.69,10.0,663.77,7301.46,EUR,paid,invoice,Maintenance,check,,2025-03-27,2025-07-02
540,INV-2025-1539,Mary,249,2024-04-05,2024-05-14,2024-05-11,7125.92,10.0,712.59,7838.51,EUR,paid,credit_note,Hardware,direct_debit,Inquiéter caractère art particulier nature.,2024-11-17,2024-08-19
541,INV-2025-1540,Charrier Mathieu et Fils,473,2024-07-23,2024-09-11,,312.74,5.5,17.2,329.94,GBP,overdue,proforma,Support,,,2024-05-15,2025-02-13
542,INV-2025-1541,Fernandes S.A.,321,2024-03-10,2024-04-04,2024-04-19,6874.68,10.0,687.47,7562.15,GBP,paid_late,credit_note,Development,paypal,Etc voile suivant voilà charge.,2025-05-23,2025-04-27
543,INV-2025-1542,Coulon SARL,484,2023-12-10,2024-02-03,2024-02-23,3932.99,0.0,0.0,3932.99,GBP,paid_late,credit_note,Software,paypal,Voilà enfant assister humide créer religion muet cinq.,2025-03-24,2025-05-15
544,INV-2025-1543,Bonneau Gay et Fils,214,2025-03-19,2025-05-15,2025-03-27,7325.91,5.5,402.93,7728.84,USD,paid,credit_note,Hosting,paypal,Français verre fille apercevoir couler faux.,2023-08-03,2025-07-04
545,INV-2025-1544,Moreau Labbé SA,298,2024-03-29,2024-05-04,2024-05-19,1404.54,5.5,77.25,1481.79,USD,paid_late,credit_note,Maintenance,direct_debit,Puisque début sou énergie bord lier empire aucun.,2023-08-28,2024-11-16
546,INV-2025-1545,Petitjean,336,2024-03-04,2024-04-15,,9760.19,5.5,536.81,10297.0,USD,overdue,proforma,Consulting,,,2024-08-31,2025-03-11
547,INV-2025-1546,Torres,373,2024-09-02,2024-09-24,2024-10-04,8411.27,5.5,462.62,8873.89,EUR,paid_late,proforma,Hosting,check,,2023-11-04,2024-12-03
548,INV-2025-1547,Pelletier,55,2025-06-22,2025-08-16,,2810.58,5.5,154.58,2965.16,USD,unpaid,credit_note,IT_Services,,Colline tapis roi agir de.,2023-11-02,2024-10-13
549,INV-2025-1548,Denis Poulain et Fils,306,2025-02-12,2025-04-07,2025-02-14,6095.48,5.5,335.25,6430.73,USD,paid,credit_note,IT_Services,paypal,,2024-12-10,2025-05-26
550,INV-2025-1549,Pires,365,2023-08-21,2023-10-05,2023-09-26,8476.77,20.0,1695.35,10172.12,GBP,paid,credit_note,Hosting,check,,2024-09-11,2025-03-22
551,INV-2025-1550,Guibert SA,474,2023-08-29,2023-09-23,2023-09-02,419.07,0.0,0.0,419.07,GBP,paid,recurring,Hardware,credit_card,Position général fidèle.,2024-09-21,2024-10-29
552,INV-2025-1551,Lemonnier Torres et Fils,444,2024-07-25,2024-08-13,2024-08-08,9551.52,20.0,1910.3,11461.82,CHF,paid,proforma,Support,credit_card,,2023-07-31,2024-11-17
553,INV-2025-1552,Dupré S.A.S.,202,2024-06-13,2024-06-30,2024-07-15,8260.85,10.0,826.09,9086.94,EUR,paid_late,invoice,Support,check,Papa précis genre surprendre longtemps.,2024-11-14,2024-09-06
554,INV-2025-1553,Gautier S.A.R.L.,377,2024-02-27,2024-03-15,,2532.64,20.0,506.53,3039.17,EUR,overdue,recurring,Development,,Oiseau rencontre sauver vieil existence.,2024-06-06,2024-11-14
555,INV-2025-1554,Guillaume,397,2023-11-24,2023-12-12,2023-11-25,4451.58,10.0,445.16,4896.74,GBP,paid,recurring,Software,check,,2025-01-08,2025-07-20
556,INV-2025-1555,Bernard Richard et Fils,425,2024-07-30,2024-08-17,2024-08-15,9046.39,20.0,1809.28,10855.67,CHF,paid,invoice,Development,bank_transfer,,2023-10-01,2025-07-10
557,INV-2025-1556,Gérard,202,2023-10-16,2023-12-07,,6991.53,5.5,384.53,7376.06,CHF,overdue,proforma,Support,,,2023-10-01,2025-05-21
558,INV-2025-1557,Boucher et Fils,452,2024-08-23,2024-10-06,2024-08-30,7155.08,5.5,393.53,7548.61,CHF,paid,invoice,Maintenance,paypal,,2024-01-19,2025-01-16
559,INV-2025-1558,Girard,47,2024-03-08,2024-05-07,2024-04-02,7211.91,0.0,0.0,7211.91,EUR,paid,recurring,Training,bank_transfer,,2023-10-09,2025-06-04
560,INV-2025-1559,Alves,194,2023-12-05,2024-01-13,2023-12-08,9754.4,5.5,536.49,10290.89,CHF,paid,invoice,Software,paypal,,2025-04-06,2025-04-12
